"OBJECTID","Join_Count","Survey_to_Reef_Dist","TARGET_FID","SPECIES_CD","LIFE_STAGE","PRES","PRES2","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","StDev_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal","OBJECTID_1","Source_1","Zone_","GeoForm","GeoformDet","GeoformD_1","BioCover","BioCoverDe","PercentBio","PercentCor","CMECS_Geo","CMECS_Bio","ClassLv0","ClassLv1","ClassLv2","ClassLv3","ClassLv4","Shape_Leng","POLY_AREA","PERIMETER","PA_Ratio","NEAR_FID","NEAR_DIST","Patch_ID","Coral_Reef_and_Hardbottom","Not_Classified","Seagrass","Unconsolidated_Sediment","Reef_Dist"
35,1,0,175,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",270812.514,87625.19923,1,7381.925781,-4.089336872,0.194970429,2.500020266,0.854868889,0.17822364,1220,282,1.000282764,30.14860344,6.184497356,35.58433914,23.58572006,6.888387203,36.43886566,175,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,146046.050322946,0,301578.025344472,337771.897124043,1646.30993652344
36,1,0,176,"HAE SCIU","SUBADULT",1,"PRESENCE",1.5,"REEF VISUAL CENSUS",270811.2173,87680.58077,1,7354.144043,-2.684091568,0.222240269,2.996626854,0.796779633,0.123193018,1220,355,1.000209689,30.15203285,6.183990002,35.58404922,23.58416367,6.888535976,36.4399147,176,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,137762.82027231,0,300665.353961718,346967.875544573,1593.38098144531
37,1,1.24003478921108,177,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",270303.3742,86422.85152,8,7502.600586,-6.896179199,0.415011466,5.813916206,0.708370209,0.398627579,-9,64,1.000073433,30.08850288,6.193826199,35.62983704,23.57205963,6.884981632,36.40566254,177,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,187802.862211678,0,183319.705548301,414273.74565348,969.852844238281
38,1,0,178,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",270234.3826,86306.18039,1,7480.234863,-4.546374321,0.161356345,2.18632865,-0.407081604,-0.045084197,605,209,1.000074983,30.08303452,6.194726944,35.63978958,23.5695076,6.884424686,36.40192795,178,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,221744.874595091,0,185911.101973059,377740.19012711,883.847778320312
39,1,10.4611205430343,179,"HAE SCIU","SUBADULT",1,"PRESENCE",2.5,"REEF VISUAL CENSUS",270138.5459,86114.04355,8,7463.935547,-6.626751423,0.471966207,6.556555748,0.110876083,0.179047853,-9,64,1.000037551,30.07329369,6.19628191,35.65760422,23.56661606,6.883440495,36.39559174,179,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,193303.564397383,0,189618.781449845,402473.760790354,733.198059082031
40,1,0,184,"HAE SCIU","SUBADULT",1,"PRESENCE",13,"REEF VISUAL CENSUS",269877.1441,85753.78505,5,7358.910645,-7.380446911,0.494768292,6.687323093,-1.767354965,0.38091132,-9,-8,1.001631737,30.05792809,6.199057579,35.68703842,23.55113602,6.883290291,36.39068222,184,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",389.665613129,8843.08028742343,389.708722594594,0.0440693412168648,5134,9.85537098755714,5639,108054.410320962,0,167507.82682217,509833.905101356,537.401184082031
41,1,0,185,"HAE SCIU","SUBADULT",1,"PRESENCE",12.5,"REEF VISUAL CENSUS",269815.8055,85716.91437,1,7371.986816,-5.264507771,0.322105765,4.441060066,0.090911865,-0.001242881,1220,137,1.000345349,30.05765343,6.19926548,35.68782425,23.54576111,6.883834839,36.39247131,185,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",389.665613129,8843.08028742343,389.708722594594,0.0440693412168648,5134,9.85537098755714,5639,96543.4437921708,0,160114.209745815,528738.521296095,572.756469726562
42,1,0,186,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",270831.8482,87592.06688,1,7411.42334,-7.050949097,0.311680764,4.324006081,0.222640991,-0.072351642,605,64,1.000050187,30.1460762,6.184858799,35.58439255,23.58759308,6.888260365,36.43822098,186,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,146998.085746496,0,299595.112474256,338802.861674379,1675.0966796875
43,1,0,188,"HAE SCIU","SUBADULT",1,"PRESENCE",9.5,"REEF VISUAL CENSUS",270882.3463,87771.78787,1,7391.864746,-8.020472527,0.527820289,7.237469196,1.044786453,-0.384114981,-9,-8,1.000920296,30.15514374,6.183476448,35.58268356,23.58802986,6.888502598,36.44206238,188,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,117414.092052211,0,287241.331460248,380740.748202577,1472.31494140625
44,1,0,189,"HAE SCIU","SUBADULT",1,"PRESENCE",3.5,"REEF VISUAL CENSUS",270267.42,86353.98464,1,7494.524414,-5.50149107,0.461158127,6.291830063,1.541368484,0.368556172,-9,137,1.000868797,30.08529091,6.19434309,35.6352005,23.5708847,6.884677887,36.40356064,189,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,211662.037484645,0,184275.532228488,389458.53675648,919.350280761719
45,1,0,190,"HAE SCIU","SUBADULT",1,"PRESENCE",3.75,"REEF VISUAL CENSUS",270262.5143,86327.37302,1,7501.950684,-6.080081463,0.347625047,4.814648151,-0.821306229,0.03961426,-9,64,1.000252128,30.08348846,6.19460535,35.63742447,23.5710144,6.884547234,36.40258026,190,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,217677.526657343,0,174433.562662633,393285.078587504,891.42138671875
46,1,0,195,"HAE SCIU","SUBADULT",1,"PRESENCE",12,"REEF VISUAL CENSUS",270793.6409,87569.71277,1,7384.70752,-6.825334072,0.185149372,2.550003052,-0.464565277,0.095036454,605,64,1.0001086,30.14590073,6.184912205,35.58505249,23.58534431,6.888309002,36.43763351,195,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,156887.708070128,0,289068.347832416,339440.245601064,1709.59411621094
47,1,0,197,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",270801.5993,87590.80171,1,7381.42334,-5.950722694,0.360656619,4.999993801,-0.408243179,0.314128101,605,137,1.000328302,30.14695168,6.184752941,35.58481598,23.58530998,6.888344765,36.43807602,197,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,152512.552635955,0,295086.015904645,337797.376902216,1687.52307128906
48,1,0,200,"HAE SCIU","SUBADULT",1,"PRESENCE",3,"REEF VISUAL CENSUS",270865.606,87694.15708,1,7402.930664,-5.61848402,0.393430799,5.415030479,-1.130996704,-0.691037476,605,137,1.000328779,30.15129852,6.184062004,35.58323669,23.58808708,6.888400078,36.44051743,200,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,127253.165970972,0,307428.895027502,350714.055940109,1555.59924316406
49,1,10.3539692504908,236,"HAE SCIU","SUBADULT",1,"PRESENCE",6,"REEF VISUAL CENSUS",290451.5056,137594.9307,6,8966.53418,-9.243757248,0.203326792,2.843224525,0.481708527,0.165843844,-9,209,1.000060678,30.35423279,6.126713753,35.55680466,23.74858856,6.897523403,35.9936676,236,"SE Florida NSU",NA,"Coral Reef and Colonized Hardbottom","Aggregated Patch Reef","Aggregated Patch Reef-Shallow",NA,NA,NA,NA,"G_B_S_AP_SH","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef (Shallow)",1123.86693257,24885.1287265891,1123.36357080709,0.0451419634252005,8247,34.221726196579,8248,386570.817976401,0,110263.361717881,288562.179195266,0
50,1,3.26313624329228,272,"HAE SCIU","SUBADULT",1,"PRESENCE",40,"REEF VISUAL CENSUS",160383.6042,31388.47724,8,665.7106934,-2.944586277,0.024455009,0.337481529,0.093277931,0.018836586,-9,64,1.000002146,30.43479538,6.102530479,35.72165298,24.73628044,6.869513512,36.0447464,272,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,523021.93228472,0,260308.825714607,2065.6532826947,7459.86328125
51,1,8.94826687578889,273,"HAE SCIU","SUBADULT",1,"PRESENCE",22.5,"REEF VISUAL CENSUS",160365.3464,31377.45285,8,672.4263916,-3.042943954,0.022230519,0.303361237,0.041018486,-0.023011712,-9,64,1.000001788,30.43470955,6.102614403,35.72390366,24.73750305,6.869194508,36.04547501,273,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,526163.997251179,0,255996.241243931,3235.72526790078,7453.1474609375
52,1,0,274,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",283455.827,123593.6403,1,2245.918945,-5.537410259,0.074257143,1.016446114,0.235290527,-0.03181266,-9,64,1.000030041,30.4642601,6.018464088,35.51097488,23.11106491,6.933893204,36.53108215,274,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",175.160274438,2246.24657752712,175.148889572151,0.0779740262375695,7060,112.108351393726,7223,4833.2297641455,0,780563.172416249,0,4413.4775390625
53,1,0,275,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",283425.7142,123583.4823,1,2220.061035,-5.276779652,0.007345326,0.094748132,-0.000892639,0.016712112,-9,64,1.000000715,30.46388245,6.017970562,35.51097488,23.10803986,6.933979511,36.52838135,275,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",175.160274438,2246.24657752712,175.148889572151,0.0779740262375695,7060,112.108351393726,7223,5049.81615795637,0,780346.653660769,0,4447.61962890625
54,1,0,276,"HAE SCIU","SUBADULT",1,"PRESENCE",6,"REEF VISUAL CENSUS",283177.6132,126444.6219,1,1043.050903,-5.181871414,0.005010534,0.067692757,-0.01987648,0.007379612,-9,-8,1.000000358,30.43265152,6.00996685,35.51649475,22.99579811,6.946233749,36.55407333,276,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",113.103618943,942.712817269896,113.129987661669,0.12000471998386,6112,913.783318257538,7756,942.712817254928,0,784454.26059873,0,4264.888671875
55,1,0.436162550802539,284,"HAE SCIU","SUBADULT",1,"PRESENCE",113.25,"REEF VISUAL CENSUS",245019.1866,67515.86485,1,2298.771973,-3.660161018,0.00864219,0.091409914,0.068436623,0.016507272,605,64,1.000002146,30.65488815,6.106076241,35.9707756,24.06259155,6.884538651,36.34301376,284,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",372.315232586,4130.69633576765,372.432575067085,0.0901621772199024,1294,35.1741122988277,1295,452614.988747779,0,332781.20340485,0,202.426406860352
56,1,0,285,"HAE SCIU","SUBADULT",1,"PRESENCE",220.5,"REEF VISUAL CENSUS",245587.9644,68677.49467,1,1944.005371,-4.14561367,0.356208533,4.339845657,0.791710854,1.983928442,-9,-8,1.003743649,30.67078209,6.100606441,35.96259308,24.02916527,6.893522263,36.32269669,285,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",463.018411135,6871.25795422382,463.01491671604,0.0673843013609205,1104,8.98719288774587,1103,667423.295665534,0,87834.4628115828,30138.9459717947,880.121948242188
57,1,0,288,"HAE SCIU","SUBADULT",1,"PRESENCE",34,"REEF VISUAL CENSUS",227452.3927,55896.64339,1,2540.121826,-4.29517889,0.044863887,0.625229657,0.070020676,0.037754606,-9,64,1.000002265,30.58031464,6.088844776,35.53412628,24.18616867,6.902878761,36.10502625,288,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",1600.42879923,109683.910949237,1600.52715940373,0.0145921780646978,1442,3819.74956956606,1140,679365.344447312,0,106031.479802461,0,7517.8173828125
58,1,0,289,"HAE SCIU","SUBADULT",1,"PRESENCE",24.5,"REEF VISUAL CENSUS",227444.3286,55885.55082,1,2554.263916,-4.272677422,0.041062612,0.573117375,0.060058594,0.032671895,-9,64,1.000000715,30.5803566,6.088869095,35.53447342,24.18570328,6.902842045,36.10514832,289,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",1600.42879923,109683.910949237,1600.52715940373,0.0145921780646978,1442,3819.74956956606,1140,677296.152101052,0,108100.678524617,0,7511.95947265625
59,1,4.54393287877429,290,"HAE SCIU","SUBADULT",1,"PRESENCE",13.5,"REEF VISUAL CENSUS",160424.1668,31409.40694,8,655,-2.650533199,0.046284758,0.620038986,-0.056515694,0.015613999,-9,137,1.00000608,30.43489456,6.102407455,35.71646881,24.73383522,6.870207787,36.04366302,290,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,522214.766138118,0,262714.123109616,467.845025563365,7463.294921875
60,1,1.00507028927245,291,"HAE SCIU","SUBADULT",1,"PRESENCE",41,"REEF VISUAL CENSUS",160433.2641,31403.84293,8,660,-2.636332512,0.046150129,0.6310606,-0.069043159,-0.060303312,-9,137,1.00000751,30.43484497,6.102422237,35.7145462,24.73325348,6.870433331,36.04377365,291,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,516874.047566569,0,267995.384534906,526.464811948406,7454.15283203125
61,1,0,292,"HAE SCIU","SUBADULT",1,"PRESENCE",7,"REEF VISUAL CENSUS",160383.5821,31380.72387,1,675.7106934,-3.026017904,0.026397776,0.364885569,-0.081542969,0.001758535,-9,64,1.000002146,30.43472099,6.102575779,35.72099686,24.73630142,6.869566441,36.04512787,292,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,520466.031063443,0,262206.141430174,2723.84359874874,7449.86328125
62,1,0,293,"HAE SCIU","SUBADULT",1,"PRESENCE",105,"REEF VISUAL CENSUS",160383.5821,31380.72387,1,675.7106934,-3.026017904,0.026397776,0.364885569,-0.081542969,0.001758535,-9,64,1.000002146,30.43472099,6.102575779,35.72099686,24.73630142,6.869566441,36.04512787,293,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",255.5696311,4446.21485169473,255.568367105406,0.057479985927354,85,151.782536162958,84,520466.031063443,0,262206.141430174,2723.84359874874,7449.86328125
63,1,3.50365872902339,294,"HAE SCIU","SUBADULT",1,"PRESENCE",57,"REEF VISUAL CENSUS",160236.5096,31293.63998,8,717.0710449,-2.387127161,0.047282096,0.631301582,0.023145676,0.067826897,605,137,1.000010252,30.43426323,6.103077412,35.73934555,24.74518394,6.867071629,36.04946136,294,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",478.036654995,12258.0513414735,478.018189355462,0.0389962626227669,86,109.217488073947,85,570561.511022959,0,205122.423080116,9712.1428446738,7426.9951171875
